Block,Average Revenue,Total Revenue,Ride Count
40.76 -73.925,14.9,322706.96,21663
41.06 -73.945,38.76,38.76,1
40.82 -73.44,200.45,200.45,1
40.675 -73.9,17.16,3190.88,186
40.805 -74.295,95.3,95.3,1
40.305 -74.41,7.56,7.56,1
31.155 -76.19,16.8,16.8,1
41.515 -74.665,10.3,10.3,1
40.625 -74.04,32.98,626.57,19
40.725 -74.08,32.97,263.77,8
40.67 -73.845,41.76,5428.24,130
40.865 -74.005,85.3,85.3,1
40.56 -73.925,14.45,57.8,4
40.81 -74.105,95.36,4100.31,43
40.885 -73.09,5.3,5.3,1
40.89 -74.055,73.32,3445.82,47
41.185 -74.42,44.81,44.81,1
40.865 -73.435,156.3,156.3,1
40.655 -73.965,19.21,4034.42,210
40.345 -74.035,335.96,335.96,1
40.67 -74.18,55.15,110.3,2
40.87 -73.42,210.35,210.35,1
40.76 -73.59,120.59,120.59,1
40.62 -73.945,23.81,809.51,34
40.66 -74.33,112.3,112.3,1
41.155 -73.425,305.43,610.85,2
40.87 -73.915,19.38,18217.65,940
40.63 -73.74,22.48,764.45,34
40.845 -74.345,6.8,6.8,1
40.87 -73.905,19.08,2365.76,124
40.565 -73.975,6.3,12.6,2
40.68 -74.27,13.48,26.96,2
40.78 -73.565,110.3,110.3,1
41.165 -73.76,207.96,207.96,1
40.565 -74.285,0.31,0.31,1
40.67 -74.09,10.59,31.76,3
40.765 -73.195,222.3,666.91,3
40.735 -73.875,16.01,61710.79,3855
40.855 -73.835,29.53,383.86,13
41.04 -73.95,181.3,362.6,2
40.715 -73.915,15.16,3806.01,251
43.695 -68.49,11.8,11.8,1
40.85 -73.935,17.6,113123.4,6427
34.22 -72.97,15.36,15.36,1
41.13 -74.04,185.3,185.3,1
40.645 -73.995,17.3,2646.58,153
40.905 -73.955,6.36,6.36,1
40.755 -74.075,24.38,97.51,4
40.82 -73.825,23.8,190.4,8
40.665 -74.07,81.91,3194.31,39
39.9 -69.85,7.8,7.8,1
41.095 -73.93,35.59,35.59,1
40.7 -73.645,76.1,152.2,2
40.72 -74.07,46.08,875.44,19
40.86 -74.385,197.94,395.89,2
40.69 -73.65,27.0,135.0,5
40.98 -74.13,90.31,90.31,1
41.01 -73.795,69.65,626.81,9
40.79 -73.685,0.3,0.3,1
40.43 -74.33,26.16,26.16,1
40.55 -74.29,157.3,157.3,1
40.79 -74.32,16.36,49.08,3
40.795 -73.805,8.54,42.7,5
40.85 -73.905,13.49,4128.59,306
61.005 -109.14,5.8,5.8,1
40.765 -73.765,53.84,53.84,1
40.76 -74.185,156.3,156.3,1
40.59 -74.25,3.8,3.8,1
40.785 -73.725,69.17,622.55,9
40.725 -74.06,16.33,15296.59,937
37.865 -73.515,7.9,7.9,1
40.995 -73.795,12.03,24.05,2
40.795 -73.465,96.51,1061.6,11
40.855 -73.96,31.87,1274.62,40
40.7 -74.05,35.06,210.36,6
43.79 -79.905,12.96,12.96,1
40.79 -73.66,80.76,80.76,1
40.81 -74.215,93.8,281.4,3
40.865 -74.68,24.12,24.12,1
40.87 -74.42,237.35,237.35,1
45.14 -64.775,5.76,5.76,1
40.645 -74.07,58.05,116.1,2
41.11 -73.72,84.63,338.53,4
40.77 -73.92,18.19,285186.45,15679
40.79 -74.18,28.05,56.1,2
40.8 -73.975,17.42,20333.13,1167
40.86 -74.2,107.99,431.95,4
40.715 -73.865,6.68,13.36,2
40.715 -74.245,73.63,147.26,2
40.75 -74.405,144.35,144.35,1
40.635 -74.045,18.56,74.24,4
40.695 -73.8,16.04,689.56,43
40.6 -74.065,34.47,1172.08,34
40.78 -74.33,65.86,131.72,2
40.81 -74.11,54.5,217.99,4
40.91 -73.905,21.19,911.09,43
40.685 -73.85,27.99,867.59,31
40.855 -74.045,28.8,288.02,10
40.675 -74.215,10.55,21.1,2
40.905 -74.01,132.08,396.24,3
41.08 -73.855,15.3,15.3,1
40.84 -74.025,10.3,10.3,1
40.87 -73.64,4.8,4.8,1
41.05 -73.635,9.8,9.8,1
40.515 -74.41,210.35,210.35,1
41.015 -73.675,127.13,127.13,1
40.835 -73.455,186.34,186.34,1
40.715 -74.36,131.92,1055.36,8
41.3 -72.925,380.3,380.3,1
40.645 -74.195,32.8,32.8,1
40.75 -73.805,28.72,86.16,3
40.69 -74.045,18.19,72.77,4
41.19 -73.865,139.5,1674.06,12
40.815 -73.24,65.28,130.55,2
40.67 -73.87,17.8,925.81,52
39.465 -78.29,17.76,17.76,1
40.94 -73.775,138.94,277.89,2
40.8 -73.685,98.32,196.65,2
40.575 -74.25,0.31,0.31,1
38.755 -70.14,72.92,72.92,1
40.695 -73.985,17.8,876999.04,49259
40.93 -74.28,17.3,17.3,1
40.84 -73.505,5.31,10.62,2
40.565 -74.13,77.8,77.8,1
41.015 -73.87,45.72,137.15,3
40.645 -73.64,22.05,44.1,2
40.93 -74.035,106.15,318.45,3
41.06 -73.445,130.8,130.8,1
40.755 -74.265,127.97,1023.79,8
46.705 -77.16,23.16,23.16,1
40.635 -73.97,21.86,15759.07,721
40.835 -73.99,53.81,591.86,11
40.65 -73.7,40.3,40.3,1
40.395 -74.455,4.3,4.3,1
40.825 -73.775,25.0,25.0,1
40.91 -73.805,81.23,893.58,11
40.42 -74.22,132.06,132.06,1
40.76 -73.715,44.3,265.77,6
40.76 -73.65,113.9,227.8,2
40.52 -74.215,6.3,6.3,1
40.735 -74.1,72.49,217.46,3
40.66 -74.21,55.8,111.6,2
40.685 -73.93,16.38,16757.9,1023
40.81 -74.07,49.76,447.81,9
40.675 -60.46,5.3,5.3,1
41.055 -73.82,128.68,128.68,1
40.715 -74.075,70.1,420.58,6
44.405 -68.46,6.96,6.96,1
40.875 -73.86,19.79,613.35,31
40.685 -74.045,11.11,44.46,4
40.69 -73.725,35.98,791.5,22
35.285 -76.42,9.8,9.8,1
43.89 -73.195,19.8,19.8,1
42.295 -71.75,8.0,8.0,1
50.065 -64.98,12.3,12.3,1
40.86 -74.02,13.8,193.26,14
40.795 -73.345,246.41,246.41,1
40.86 -74.03,22.35,178.83,8
40.64 -73.79,56.11,4541049.2,80936
40.625 -73.71,122.34,122.34,1
41.155 -73.72,220.3,220.3,1
38.01 -74.53,15.8,15.8,1
40.8 -73.83,110.39,1103.93,10
40.88 -73.92,24.47,1957.91,80
40.445 -73.415,13.08,26.16,2
41.13 -73.755,75.3,150.6,2
40.75 -73.615,93.88,375.51,4
40.76 -74.415,227.3,227.3,1
36.725 -38.945,7.3,7.3,1
40.745 -73.695,48.38,338.68,7
40.65 -73.54,163.55,163.55,1
41.02 -73.67,98.68,197.36,2
40.815 -74.39,6.8,6.8,1
40.575 -74.35,187.0,187.0,1
40.605 -74.16,19.55,39.1,2
40.755 -73.815,17.46,1117.74,64
40.845 -73.71,60.8,60.8,1
41.94 -79.15,8.3,8.3,1
41.075 -73.47,204.87,819.47,4
40.68 -73.565,31.8,31.8,1
40.85 -74.21,129.2,258.4,2
4.07 -73.985,5.8,5.8,1
40.705 -74.145,64.5,193.49,3
40.815 -74.385,14.3,28.6,2
40.61 -74.245,9.3,9.3,1
40.795 -73.9,15.33,230.02,15
40.585 -74.26,101.3,101.3,1
37.51 -77.355,11.3,11.3,1
40.885 -74.01,37.92,379.19,10
40.87 -74.065,74.97,524.81,7
40.955 -73.965,110.57,331.7,3
40.76 -74.31,147.8,295.6,2
40.92 -74.32,7.98,55.86,7
40.79 -74.2,158.1,316.21,2
40.795 -73.645,99.35,596.1,6
47.975 -69.805,9.96,9.96,1
40.795 -74.13,32.03,192.18,6
40.745 -73.805,27.8,27.8,1
40.845 -73.815,10.8,10.8,1
41.32 -74.13,196.93,393.85,2
40.525 -73.965,7.8,7.8,1
40.515 -74.275,69.3,138.6,2
41.03 -73.55,257.76,257.76,1
40.635 -74.15,32.68,130.72,4
40.64 -74.29,142.8,142.8,1
40.75 -73.85,49.23,7040.38,143
40.73 -74.355,144.36,144.36,1
40.95 -73.88,103.24,103.24,1
40.88 -74.11,0.3,0.3,1
38.005 -71.78,10.56,10.56,1
40.945 -73.82,51.01,255.06,5
40.645 -74.335,155.4,310.8,2
40.74 -74.15,74.74,298.95,4
40.325 -74.075,12.25,12.25,1
40.645 -73.795,62.58,680984.48,10882
40.83 -74.14,62.71,313.57,5
41.11 -74.02,162.52,162.52,1
40.635 -73.805,62.38,124.76,2
40.695 -73.955,12.6,61943.31,4915
40.65 -73.98,17.07,6624.28,388
40.545 -74.285,55.3,55.3,1
40.66 -74.205,13.58,27.16,2
34.18 -74.5,10.37,10.37,1
40.8 -73.91,20.04,561.16,28
40.8 -73.815,3.8,3.8,1
40.96 -74.13,100.75,403.0,4
37.745 -77.025,51.05,51.05,1
43.145 -64.025,11.8,11.8,1
40.67 -73.83,10.48,83.81,8
41.07 -74.37,9.8,9.8,1
40.835 -74.08,5.8,5.8,1
40.99 -74.105,113.8,341.4,3
40.82 -73.705,19.08,38.15,2
40.605 -73.87,19.46,38.92,2
40.85 -73.64,106.28,212.55,2
40.71 -73.93,16.19,25741.91,1590
40.965 -76.605,270.3,270.3,1
40.635 -74.23,41.3,41.3,1
41.1 -73.745,8.93,17.85,2
40.625 -74.235,12.74,38.22,3
40.7 -73.495,185.35,185.35,1
40.89 -73.965,89.23,535.37,6
40.76 -74.065,33.65,336.5,10
40.49 -73.91,49.56,49.56,1
40.935 -72.67,340.3,340.3,1
40.72 -73.61,98.58,197.16,2
40.66 -74.3,105.68,634.06,6
40.69 -74.315,19.28,38.56,2
41.675 -74.085,24.8,24.8,1
40.8 -74.425,114.59,458.35,4
41.19 -74.12,5.3,5.3,1
40.755 -73.76,50.15,50.15,1
37.77 -79.85,16.56,16.56,1
40.76 -73.685,56.76,56.76,1
39.85 -78.15,9.96,9.96,1
41.215 -73.255,243.8,487.6,2
41.145 -73.83,90.8,90.8,1
40.23 -73.32,11.3,11.3,1
40.68 -73.67,53.99,161.96,3
40.635 -73.8,53.47,106.93,2
40.755 -73.835,22.89,2517.59,110
40.83 -74.37,9.3,9.3,1
40.7 -73.64,43.46,86.92,2
40.685 -74.09,10.79,64.73,6
40.645 -73.81,34.08,170.38,5
42.05 -72.08,13.3,13.3,1
40.71 -74.145,96.55,193.1,2
40.775 -74.265,132.96,132.96,1
40.745 -74.16,71.62,1146.0,16
40.965 -73.685,74.37,594.94,8
40.725 -73.495,125.3,125.3,1
40.78 -73.82,16.08,257.29,16
41.0 -73.88,93.45,280.35,3
36.46 -68.59,15.3,15.3,1
40.66 -74.13,19.23,115.37,6
40.755 -73.64,33.69,202.14,6
43.33 -72.9,8.84,8.84,1
40.79 -74.47,192.22,576.65,3
55.71 -63.205,13.39,13.39,1
40.355 -74.46,232.3,232.3,1
40.78 -73.88,33.1,331.01,10
40.445 -74.055,69.76,69.76,1
40.675 -74.05,14.86,44.58,3
39.905 -78.25,7.3,7.3,1
40.615 -74.285,130.3,260.6,2
40.74 -73.975,14.41,3549503.07,246364
40.945 -73.27,11.76,11.76,1
40.8 -73.585,120.96,120.96,1
40.61 -74.11,86.3,258.9,3
40.63 -73.635,40.3,80.6,2
40.795 -73.845,13.3,53.2,4
31.91 -78.88,24.3,24.3,1
40.715 -73.73,52.95,741.29,14
40.715 -73.29,197.3,197.3,1
40.805 -73.995,60.28,1868.67,31
40.73 -73.915,55.49,28077.27,506
40.77 -73.73,74.89,224.68,3
40.43 -73.895,52.87,52.87,1
40.695 -74.145,16.8,16.8,1
40.99 -74.005,144.96,144.96,1
40.83 -73.895,16.34,1307.59,80
40.78 -73.9,17.97,1060.3,59
40.72 -74.04,59.54,17981.7,302
41.005 -73.815,107.05,214.1,2
40.77 -73.955,13.57,8675452.15,639380
40.83 -74.065,78.15,234.45,3
40.785 -74.22,12.8,12.8,1
40.665 -73.99,17.76,98376.01,5540
40.755 -74.0,14.14,3446429.04,243786
40.895 -74.085,16.74,50.22,3
40.9 -74.05,52.73,158.2,3
41.11 -73.41,250.3,250.3,1
40.97 -73.79,107.85,215.71,2
40.71 -73.49,140.3,140.3,1
40.86 -74.405,176.1,1408.77,8
40.735 -73.725,16.61,1610.73,97
40.865 -74.355,11.16,11.16,1
22.585 -77.575,16.56,16.56,1
40.97 -73.705,94.47,188.93,2
42.14 -65.355,5.8,5.8,1
41.09 -73.72,27.07,81.2,3
40.6 -74.11,16.8,16.8,1
41.56 -77.99,13.56,13.56,1
40.78 -74.1,13.91,97.35,7
34.255 -70.335,13.56,13.56,1
40.7 -74.105,66.9,200.7,3
40.995 -73.76,107.78,431.13,4
40.625 -74.165,40.05,80.1,2
40.815 -74.02,21.69,108.47,5
41.0 -74.13,120.66,120.66,1
41.15 -74.195,130.0,130.0,1
40.86 -73.81,11.76,11.76,1
40.825 -73.665,34.05,68.1,2
40.9 -74.13,54.4,163.21,3
40.62 -73.855,11.8,11.8,1
40.62 -73.94,15.45,649.03,42
40.955 -73.75,114.35,114.35,1
40.72 -73.885,21.71,434.19,20
40.755 -73.91,13.16,54508.45,4142
41.12 -74.14,14.8,14.8,1
40.985 -74.035,86.88,521.3,6
40.71 -73.9,16.77,4410.21,263
40.67 -74.375,11.3,11.3,1
40.745 -73.955,18.97,537003.25,28313
40.91 -73.795,25.3,25.3,1
41.23 -73.075,405.95,405.95,1
40.76 -74.045,34.27,822.5,24
40.72 -73.305,125.3,125.3,1
40.83 -73.41,198.35,198.35,1
40.54 -74.045,15.3,15.3,1
40.615 -73.685,9.36,9.36,1
41.0 -74.355,158.72,476.15,3
40.49 -74.43,253.3,253.3,1
40.17 -74.45,15.3,15.3,1
40.585 -73.995,26.8,26.8,1
40.88 -73.855,19.81,237.73,12
40.84 -73.915,16.85,6654.24,395
40.765 -73.66,77.08,77.08,1
41.015 -73.865,97.32,194.65,2
42.93 -85.065,10.8,10.8,1
40.545 -73.78,13.58,27.16,2
40.775 -73.635,78.1,78.1,1
40.615 -73.785,12.15,109.32,9
40.125 -75.01,15.85,301.23,19
40.68 -74.09,36.27,181.36,5
40.685 -74.4,140.3,140.3,1
42.82 -88.305,8.3,8.3,1
37.6 -66.465,6.3,6.3,1
40.92 -74.115,100.05,100.05,1
40.71 -73.95,15.37,345013.57,22447
40.95 -74.14,195.3,195.3,1
40.7 -74.07,45.66,319.63,7
40.98 -74.155,91.35,91.35,1
40.655 -74.195,52.8,52.8,1
40.93 -73.905,52.05,104.1,2
40.87 -74.03,53.2,159.6,3
40.72 -73.62,85.8,85.8,1
40.58 -74.67,190.3,190.3,1
38.165 -68.995,8.76,8.76,1
40.785 -74.37,12.8,25.6,2
40.43 -74.305,227.98,227.98,1
41.03 -73.65,125.63,125.63,1
40.65 -74.13,9.36,9.36,1
40.715 -74.27,6.8,6.8,1
40.65 -73.515,83.43,166.86,2
40.685 -73.825,21.66,1646.16,76
40.67 -73.61,208.35,208.35,1
40.795 -73.74,35.1,175.5,5
40.84 -73.865,17.35,3052.86,176
40.745 -73.985,14.07,13959292.91,992375
40.845 -74.205,108.8,544.02,5
40.7 -74.12,22.71,45.43,2
41.065 -74.085,179.81,179.81,1
34.61 -69.255,3.8,3.8,1
40.725 -73.73,16.67,750.16,45
40.87 -74.37,137.8,137.8,1
40.71 -73.595,122.95,368.85,3
39.845 -75.045,444.96,444.96,1
40.7 -74.43,168.35,168.35,1
40.29 -73.395,14.3,14.3,1
44.195 -74.875,9.8,9.8,1
40.97 -73.89,103.57,414.29,4
40.87 -74.155,104.32,208.64,2
38.095 -75.33,8.16,8.16,1
40.845 -74.095,127.79,127.79,1
40.745 -73.61,43.17,215.86,5
40.875 -74.125,7.56,7.56,1
0.73 -74.005,13.56,13.56,1
40.9 -73.84,94.1,94.1,1
40.69 -73.85,22.74,4069.87,179
40.735 -73.79,44.52,178.07,4
40.82 -73.985,57.31,343.86,6
41.045 -73.775,0.3,0.3,1
40.785 -74.25,80.3,80.3,1
41.1 -74.025,97.05,194.1,2
40.415 -74.145,27.3,27.3,1
33.57 -72.83,9.75,9.75,1
40.785 -73.88,26.87,214.96,8
41.17 -73.37,270.3,270.3,1
40.865 -74.16,8.76,8.76,1
40.675 -74.055,11.55,46.2,4
40.74 -73.915,15.01,6378.07,425
40.76 -73.565,40.3,40.3,1
40.83 -74.53,12.8,12.8,1
40.79 -74.465,177.8,177.8,1
31.705 -38.11,20.8,20.8,1
41.01 -73.925,73.59,515.11,7
40.805 -74.035,34.31,102.92,3
40.775 -74.2,134.68,269.36,2
40.925 -74.19,10.79,10.79,1
32.6 -53.47,7.8,7.8,1
41.21 -73.89,3.47,10.4,3
37.165 -78.17,8.16,8.16,1
46.695 -66.92,41.84,41.84,1
40.66 -74.02,22.06,66.17,3
40.595 -74.045,9.3,9.3,1
40.605 -73.76,11.22,179.5,16
40.8 -74.19,89.68,358.7,4
40.505 -73.94,30.36,30.36,1
40.81 -73.1,172.55,1380.4,8
40.835 -74.37,31.8,31.8,1
40.815 -74.125,39.66,79.32,2
41.19 -73.805,23.8,47.6,2
40.985 -73.795,88.04,352.14,4
40.765 -74.0,16.19,777622.66,48018
40.69 -74.05,11.75,35.26,3
40.835 -73.92,14.31,13136.28,918
40.66 -73.94,14.77,2081.91,141
40.62 -73.935,17.27,2383.03,138
40.7 -74.31,11.61,46.42,4
40.66 -74.025,38.8,38.8,1
40.815 -73.19,120.3,120.3,1
40.84 -74.28,90.05,90.05,1
40.755 -72.86,220.3,220.3,1
41.14 -74.03,132.06,132.06,1
40.77 -73.85,13.88,41.65,3
40.885 -74.295,79.83,159.65,2
40.865 -74.155,72.05,72.05,1
40.685 -73.71,43.1,948.22,22
40.83 -74.19,3.8,3.8,1
41.185 -73.87,137.54,137.54,1
40.665 -73.625,72.38,361.88,5
40.595 -73.995,27.33,820.04,30
40.645 -74.09,19.73,78.9,4
40.685 -73.375,192.35,192.35,1
41.055 -74.13,70.18,140.35,2
40.795 -74.085,10.8,10.8,1
40.64 -73.71,127.55,127.55,1
40.78 -74.165,10.3,10.3,1
40.74 -74.365,55.13,275.67,5
40.205 -73.75,6.36,6.36,1
40.69 -74.365,10.27,61.62,6
42.41 -70.92,11.62,11.62,1
41.04 -73.715,193.6,193.6,1
40.58 -74.03,11.76,11.76,1
41.12 -73.705,135.46,541.86,4
40.73 -73.235,3.8,3.8,1
40.405 -73.985,11.8,11.8,1
40.71 -74.275,58.0,290.0,5
41.28 -73.94,261.34,261.34,1
40.625 -73.92,28.54,913.19,32
40.71 -74.15,91.68,1833.53,20
40.885 -74.285,10.83,32.48,3
40.715 -73.81,16.35,2387.5,146
40.61 -74.225,7.54,15.07,2
48.395 -64.5,10.8,10.8,1
41.055 -73.705,90.8,90.8,1
43.225 -79.975,14.75,14.75,1
40.845 -73.85,16.66,882.92,53
40.7 -74.285,80.3,80.3,1
40.615 -74.16,38.86,310.84,8
40.765 -73.96,13.25,6425717.03,485083
40.905 -74.115,187.88,187.88,1
53.51 -68.555,10.8,10.8,1
40.725 -73.825,45.66,913.15,20
40.77 -74.21,7.3,7.3,1
40.73 -74.28,112.33,898.63,8
40.855 -73.865,19.08,2346.24,123
40.79 -73.745,0.31,0.62,2
40.725 -73.445,145.3,145.3,1
40.66 -74.165,14.73,29.46,2
40.61 -73.945,19.7,571.23,29
40.62 -74.225,16.5,82.52,5
40.8 -73.69,105.07,315.2,3
40.71 -73.945,14.46,230170.51,15917
40.32 -74.655,326.33,326.33,1
40.985 -74.155,350.8,350.8,1
40.79 -74.335,12.3,12.3,1
40.82 -73.98,56.96,1196.2,21
40.75 -74.15,21.83,43.66,2
41.455 -71.925,30.4,30.4,1
41.04 -73.815,135.3,135.3,1
40.665 -74.36,186.3,186.3,1
40.855 -73.965,51.01,3111.41,61
40.785 -73.925,22.12,2345.02,106
40.54 -74.995,6.8,6.8,1
40.76 -74.07,60.14,180.41,3
41.085 -73.64,8.3,8.3,1
40.72 -73.845,16.02,70520.8,4401
40.765 -74.25,8.3,8.3,1
41.005 -74.12,27.33,54.66,2
31.335 -71.745,11.8,11.8,1
40.76 -74.09,21.38,42.76,2
40.74 -74.375,130.05,130.05,1
40.73 -74.54,230.68,461.35,2
40.99 -73.875,145.36,145.36,1
35.875 -71.06,19.56,19.56,1
40.655 -73.59,67.74,270.96,4
40.94 -74.15,19.12,19.12,1
40.875 -73.915,17.22,1687.69,98
40.68 -73.335,184.99,184.99,1
40.84 -74.19,44.67,178.7,4
40.65 -73.72,87.85,87.85,1
40.74 -73.925,18.34,23455.91,1279
40.915 -74.42,132.8,132.8,1
40.87 -73.865,20.07,963.19,48
40.795 -73.795,30.63,30.63,1
40.865 -74.015,35.88,287.01,8
40.79 -73.51,121.3,121.3,1
40.8 -73.505,26.16,26.16,1
40.71 -73.365,243.35,243.35,1
40.635 -74.195,0.3,0.3,1
40.905 -73.96,35.84,250.9,7
40.975 -73.715,101.57,203.14,2
38.745 -77.44,14.12,14.12,1
40.595 -73.945,21.28,212.83,10
40.965 -73.73,184.3,184.3,1
40.865 -73.83,22.33,1473.91,66
41.14 -73.8,117.03,351.1,3
40.66 -73.675,80.3,80.3,1
40.6 -74.235,101.8,101.8,1
40.765 -74.015,22.59,1107.07,49
41.04 -73.77,117.09,234.17,2
43.885 -72.21,11.08,22.16,2
40.535 -74.325,230.8,230.8,1
40.925 -73.86,89.17,356.7,4
40.745 -73.72,11.93,679.81,57
38.78 -69.07,0.3,0.3,1
23.67 -87.71,11.16,11.16,1
40.785 -73.945,14.83,1048152.53,70687
40.94 -73.875,48.88,48.88,1
40.61 -74.035,36.63,2381.26,65
40.815 -74.11,54.17,487.53,9
36.54 -72.435,24.96,24.96,1
40.345 -74.03,6.3,6.3,1
40.845 -73.42,195.3,195.3,1
40.775 -74.195,240.35,240.35,1
35.01 -73.89,43.34,43.34,1
40.385 -74.18,375.35,375.35,1
41.035 -73.855,140.75,140.75,1
40.92 -74.08,23.08,230.82,10
40.75 -73.935,14.15,208808.11,14756
40.635 -73.665,13.8,13.8,1
40.84 -74.14,11.88,47.52,4
34.975 -73.265,7.8,7.8,1
40.825 -73.97,25.35,684.55,27
40.62 -74.235,20.94,62.81,3
40.86 -74.35,229.38,229.38,1
40.85 -74.225,6.8,6.8,1
40.84 -74.115,69.51,208.54,3
40.545 -73.965,15.8,15.8,1
40.98 -74.14,66.88,200.65,3
40.605 -73.955,26.3,815.44,31
40.825 -73.685,4.3,4.3,1
40.86 -73.805,36.8,36.8,1
41.07 -74.255,10.3,10.3,1
40.71 -74.08,19.52,136.62,7
40.585 -73.95,29.88,2270.95,76
40.645 -73.67,10.3,10.3,1
40.725 -73.815,17.39,921.9,53
40.915 -73.965,75.05,75.05,1
40.595 -74.12,13.93,55.7,4
40.725 -73.74,19.91,139.34,7
45.415 -67.35,27.36,27.36,1
23.14 -85.495,5.8,5.8,1
52.27 -69.88,9.96,9.96,1
40.97 -73.855,7.3,7.3,1
40.27 -73.89,9.8,9.8,1
40.785 -73.73,65.17,2085.55,32
40.905 -74.04,54.55,109.1,2
40.705 -73.95,14.62,76170.34,5211
40.965 -73.855,73.51,367.55,5
40.605 -74.075,55.56,944.56,17
40.375 -74.175,18.8,18.8,1
40.18 -74.025,282.8,565.6,2
40.95 -73.955,122.52,122.52,1
41.33 -73.99,27.36,27.36,1
40.685 -73.65,41.13,123.4,3
40.7 -73.895,15.54,2253.18,145
40.71 -79.325,8.8,8.8,1
40.845 -73.91,16.28,6251.7,384
40.835 -73.87,22.82,2031.04,89
40.67 -73.98,15.91,56300.31,3538
41.06 -73.505,187.67,563.01,3
40.68 -74.38,12.3,12.3,1
40.71 -73.7,13.2,923.71,70
40.94 -74.165,127.57,255.14,2
41.97 -79.47,15.8,15.8,1
40.7 -73.76,25.3,303.65,12
40.885 -74.215,7.56,7.56,1
40.655 -73.665,110.52,552.6,5
40.47 -74.11,5.8,5.8,1
40.77 -74.5,127.45,127.45,1
40.72 -73.825,55.15,7941.61,144
40.02 -73.99,10.75,96.77,9
40.74 -73.85,44.65,30716.01,688
40.765 -73.865,44.94,43593.01,970
40.365 -74.595,344.27,344.27,1
40.67 -74.37,23.78,47.56,2
40.72 -74.34,60.55,121.1,2
40.665 -73.765,50.39,3023.14,60
40.525 -74.085,20.8,20.8,1
40.635 -74.13,17.99,71.96,4
41.275 -74.865,19.8,19.8,1
40.66 -73.84,23.59,401.05,17
42.545 -76.62,12.3,12.3,1
40.765 -73.905,17.51,11520.38,658
40.725 -73.9,37.54,22071.56,588
45.76 -80.525,13.56,13.56,1
40.825 -73.825,17.97,449.28,25
40.545 -74.355,50.49,151.46,3
40.765 -73.875,14.35,19846.44,1383
40.93 -73.45,85.55,171.1,2
41.12 -73.995,161.96,323.92,2
40.58 -73.83,36.12,144.47,4
40.595 -73.905,15.33,61.31,4
40.67 -74.27,8.3,8.3,1
40.73 -73.8,25.01,200.1,8
40.63 -74.255,125.3,125.3,1
44.33 -74.615,15.0,15.0,1
41.305 -72.93,201.11,1005.55,5
40.625 -73.805,31.91,127.66,4
45.305 -82.95,11.16,11.16,1
22.49 -75.74,22.92,22.92,1
40.7 -73.765,34.07,68.14,2
40.855 -73.7,112.56,112.56,1
40.845 -73.84,20.79,249.46,12
40.695 -74.03,16.51,99.08,6
40.625 -74.445,30.91,154.54,5
40.64 -73.62,31.83,95.5,3
40.915 -73.75,100.3,100.3,1
40.94 -74.055,127.3,127.3,1
40.115 -74.16,8.8,17.6,2
40.55 -74.01,40.34,80.68,2
41.12 -73.37,180.3,180.3,1
40.76 -73.985,16.2,19541328.5,1205883
40.785 -73.53,0.3,0.3,1
40.65 -73.99,10.43,41.7,4
40.61 -73.99,19.32,598.83,31
41.02 -73.63,32.01,160.03,5
40.695 -73.9,21.07,1580.13,75
40.775 -74.085,16.47,49.42,3
40.815 -74.405,32.16,32.16,1
38.96 -71.16,10.8,10.8,1
40.745 -73.755,15.33,122.65,8
40.56 -74.39,100.3,100.3,1
40.995 -74.045,90.33,180.65,2
40.83 -74.08,30.3,60.6,2
40.99 -73.735,10.05,10.05,1
40.605 -73.6,10.5,10.5,1
40.725 -74.35,65.3,65.3,1
40.895 -73.865,16.72,1438.02,86
40.82 -73.905,16.69,2052.44,123
40.63 -73.9,16.94,271.02,16
34.52 -72.565,11.16,11.16,1
40.785 -74.29,68.57,205.71,3
40.675 -73.845,34.33,4188.33,122
40.625 -73.85,35.0,105.0,3
40.82 -73.85,16.41,836.91,51
39.055 -68.47,6.36,6.36,1
40.71 -73.86,19.01,7108.53,374
40.905 -74.24,12.2,12.2,1
40.57 -74.335,169.81,169.81,1
41.18 -74.1,10.12,20.23,2
41.205 -73.815,150.47,300.94,2
40.735 -73.505,84.96,84.96,1
40.72 -73.895,17.57,281.09,16
38.165 -75.055,9.8,19.6,2
40.53 -74.695,11.76,11.76,1
40.595 -73.96,23.44,1007.81,43
40.615 -74.06,36.3,72.6,2
40.975 -74.02,72.8,72.8,1
41.03 -73.605,28.37,198.6,7
40.63 -73.895,28.95,434.18,15
41.19 -74.105,6.36,6.36,1
40.645 -74.005,17.09,974.24,57
40.615 -73.74,10.39,62.36,6
42.9 -65.205,7.8,7.8,1
-14.095 -109.17,12.25,12.25,1
40.69 -73.565,3.8,7.6,2
40.74 -73.695,20.81,104.05,5
40.735 -74.0,13.26,8367350.99,631183
40.575 -73.98,32.21,1932.41,60
40.6 -73.785,9.8,9.8,1
40.63 -74.17,36.8,478.4,13
40.74 -73.82,47.56,1236.6,26
40.835 -74.145,57.8,404.6,7
40.66 -74.08,10.77,96.9,9
40.8 -74.075,37.15,74.3,2
40.725 -74.335,50.92,152.76,3
40.67 -73.75,31.63,506.05,16
40.8 -74.365,11.79,35.36,3
40.86 -74.08,76.67,153.35,2
40.765 -73.73,44.73,223.63,5
40.715 -73.425,204.73,204.73,1
40.74 -73.645,87.42,437.12,5
40.59 -73.655,85.22,340.86,4
